datetime,timestamp_desc,source,source_long,message,parser,display_name,tag
2020-07-10T12:31:19.653000+00:00,Creation Time,DJI,DJI Flight Log,Longitude: 121.41270997085715 Latitude: 31.176705581060357 Height: 0m Distance: 0.0m Speed: 0.0m/s,drone_binary,OS:/mnt/d/Kuliah/Coba-TA/DJIFlightRecord_2020-07-10_[20-31-19].txt,-
2020-07-10T12:31:19.750000+00:00,Creation Time,DJI,DJI Flight Log,Longitude: 121.41270991227476 Latitude: 31.17670562778067 Height: 0m Distance: 0.0m Speed: 0.0m/s,drone_binary,OS:/mnt/d/Kuliah/Coba-TA/DJIFlightRecord_2020-07-10_[20-31-19].txt,-
2020-07-10T12:31:19.852000+00:00,Creation Time,DJI,DJI Flight Log,Longitude: 121.41270992615043 Latitude: 31.176705647701223 Height: 0m Distance: 0.0025785835459828377m Speed: 0.0m/s,drone_binary,OS:/mnt/d/Kuliah/Coba-TA/DJIFlightRecord_2020-07-10_[20-31-19].txt,-
2020-07-10T12:31:19.956000+00:00,Creation Time,DJI,DJI Flight Log,Longitude: 121.41270994141857 Latitude: 31.176705665179668 Height: 0m Distance: 0.00500492425635457m Speed: 0.0m/s,drone_binary,OS:/mnt/d/Kuliah/Coba-TA/DJIFlightRecord_2020-07-10_[20-31-19].txt,-
2020-07-10T12:31:20.570000+00:00,Creation Time,DJI,DJI Flight Log,Longitude: 121.41270999874992 Latitude: 31.1767056827089 Height: 0m Distance: 0.010796995833516121m Speed: 0.0m/s,drone_binary,OS:/mnt/d/Kuliah/Coba-TA/DJIFlightRecord_2020-07-10_[20-31-19].txt,-
2020-07-10T12:31:20.160000+00:00,Creation Time,DJI,DJI Flight Log,Longitude: 121.41271003152663 Latitude: 31.176705713323646 Height: 0m Distance: 0.01541348546743393m Speed: 0.0m/s,drone_binary,OS:/mnt/d/Kuliah/Coba-TA/DJIFlightRecord_2020-07-10_[20-31-19].txt,-
2020-07-10T12:31:20.261000+00:00,Creation Time,DJI,DJI Flight Log,Longitude: 121.41271009258789 Latitude: 31.176705723055125 Height: 0m Distance: 0.02132250741124153m Speed: 0.0m/s,drone_binary,OS:/mnt/d/Kuliah/Coba-TA/DJIFlightRecord_2020-07-10_[20-31-19].txt,-
2020-07-10T12:31:20.364000+00:00,Creation Time,DJI,DJI Flight Log,Longitude: 121.41271012688783 Latitude: 31.176705734474233 Height: 0m Distance: 0.0248239878565073m Speed: 0.0m/s,drone_binary,OS:/mnt/d/Kuliah/Coba-TA/DJIFlightRecord_2020-07-10_[20-31-19].txt,-
2020-07-10T12:31:20.466000+00:00,Creation Time,DJI,DJI Flight Log,Longitude: 121.41271020485124 Latitude: 31.176705750696335 Height: 0m Distance: 0.032457273453474045m Speed: 0.0m/s,drone_binary,OS:/mnt/d/Kuliah/Coba-TA/DJIFlightRecord_2020-07-10_[20-31-19].txt,-
2020-07-10T12:31:20.569000+00:00,Creation Time,DJI,DJI Flight Log,Longitude: 121.4127102651058 Latitude: 31.17670577961017 Height: 0m Distance: 0.03902968391776085m Speed: 0.0m/s,drone_binary,OS:/mnt/d/Kuliah/Coba-TA/DJIFlightRecord_2020-07-10_[20-31-19].txt,-
2020-07-10T12:31:20.673000+00:00,Creation Time,DJI,DJI Flight Log,Longitude: 121.412710338129 Latitude: 31.17670581712484 Height: 0m Distance: 0.04713296517729759m Speed: 0.0m/s,drone_binary,OS:/mnt/d/Kuliah/Coba-TA/DJIFlightRecord_2020-07-10_[20-31-19].txt,-
2020-07-10T12:31:20.775000+00:00,Creation Time,DJI,DJI Flight Log,Longitude: 121.41271038384703 Latitude: 31.176705861463095 Height: 0m Distance: 0.05370747298002243m Speed: 0.0m/s,drone_binary,OS:/mnt/d/Kuliah/Coba-TA/DJIFlightRecord_2020-07-10_[20-31-19].txt,-
2020-07-10T12:31:20.877000+00:00,Creation Time,DJI,DJI Flight Log,Longitude: 121.41271039951192 Latitude: 31.17670588416228 Height: 0m Distance: 0.05663863569498062m Speed: 0.0m/s,drone_binary,OS:/mnt/d/Kuliah/Coba-TA/DJIFlightRecord_2020-07-10_[20-31-19].txt,-
2020-07-10T12:31:20.979000+00:00,Creation Time,DJI,DJI Flight Log,Longitude: 121.41271039741355 Latitude: 31.17670590237139 Height: 0m Distance: 0.05867321416735649m Speed: 0.0m/s,drone_binary,OS:/mnt/d/Kuliah/Coba-TA/DJIFlightRecord_2020-07-10_[20-31-19].txt,-
2020-07-10T12:31:21.820000+00:00,Creation Time,DJI,DJI Flight Log,Longitude: 121.41271039117476 Latitude: 31.17670590153895 Height: 0m Distance: 0.05927392095327377m Speed: 0.0m/s,drone_binary,OS:/mnt/d/Kuliah/Coba-TA/DJIFlightRecord_2020-07-10_[20-31-19].txt,-
2020-07-10T12:31:21.183000+00:00,Creation Time,DJI,DJI Flight Log,Longitude: 121.41271038865582 Latitude: 31.176705904776956 Height: 0m Distance: 0.0597064271569252m Speed: 0.0m/s,drone_binary,OS:/mnt/d/Kuliah/Coba-TA/DJIFlightRecord_2020-07-10_[20-31-19].txt,-
